Urdu_Idiom,English_Meaning,Best_Match,Similarity,ai_sentence,Idiomatic_Sent,Translation_Instruction,Urdu_Sentence_3.5,Urdu_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
اوّل خویش بعد درویش,CHARITY BEGINS AT HOME,charity begins at home,1.0,yes,"Before volunteering abroad, she reminded herself that charity begins at home and decided to help her local community first.","'اوّل خویش بعد درویش' means 'charity begins at home'. Given the above knowledge translate the following sentence to Urdu: 'Before volunteering abroad, she reminded herself that charity begins at home and decided to help her local community first.'",وہ خارج ہونے سے پہلے خود کو یاد دلاتی تھی کہ اوّل خویش بعد درویش ہے اور اس نے فیصلہ کیا کہ پہلے اپنی مقامی برادری کی مدد کرے۔,بیرون ملک رضاکارانہ خدمات انجام دینے سے پہلے، اُس نے خود کو یاد دلایا کہ اوّل خویش بعد درویش اور فیصلہ کیا کہ پہلے اپنی مقامی کمیونٹی کی مدد کرے۔,3.0,3.0,3.0,3.0
وقتی طور پر,FOR A TIME,for the time being,0.9036872386932372,yes,"For the time being, we'll have to postpone the meeting until we get more information.","'وقتی طور پر' means 'for the time being'. Given the above knowledge translate the following sentence to Urdu: 'For the time being, we'll have to postpone the meeting until we get more information.'",ابھی تک ہمیں مزید معلومات حاصل ہونے تک میٹنگ ملتوی کرنی ہوگی۔,وقتی طور پر، ہمیں مزید معلومات حاصل ہونے تک ملاقات کو ملتوی کرنا پڑے گا۔,3.0,3.0,1.0,1.0
مستقل ملکیت کے طور پر ہمیشہ کے لیے,FOR KEEP,for keeps,0.9052859544754028,yes,"After winning the chess tournament, she decided to keep the trophy for keeps.","'مستقل ملکیت کے طور پر ہمیشہ کے لیے' means 'for keeps'. Given the above knowledge translate the following sentence to Urdu: 'After winning the chess tournament, she decided to keep the trophy for keeps.'",شطرنج ٹورنامنٹ جیتنے کے بعد، اس نے فیصلہ کیا کہ ٹرافی کو مستقل ملکیت کے طور پر رکھے۔,شطرنج کا ٹورنامنٹ جیتنے کے بعد، اس نے ٹرافی کو مستقل ملکیت کے طور پر ہمیشہ کے لیے رکھنے کا فیصلہ کیا۔,3.0,3.0,1.0,1.0
کبھی کبھار,FROM TIME TO TIME,from time to time,1.0000001192092896,no,The kids write to me from time to time letting me know of their latest adventures .,'کبھی کبھار' means 'from time to time'. Given the above knowledge translate the following sentence to Urdu: 'The kids write to me from time to time letting me know of their latest adventures .',بچے کبھی کبھار مجھے لکھتے ہیں تاکہ مجھے ان کی تازہ ترین مہمات کا علم ہوتا رہے۔,بچے کبھی کبھار مجھے لکھتے ہیں اور اپنی تازہ مہم جوئیوں کے بارے میں بتاتے ہیں۔,3.0,3.0,3.0,3.0
گھی شکر ہونا ۔ شیرو شکر ہونا,HAND AND GLOVE,hand in glove,0.9635794758796692,yes,The two business partners worked hand in glove to ensure their company's success.,'گھی شکر ہونا ۔ شیرو شکر ہونا' means 'hand in glove'. Given the above knowledge translate the following sentence to Urdu: 'The two business partners worked hand in glove to ensure their company's success.',دو کاروباری شراکت دار مشترکہ کام کرتے رہے تاکہ ان کی کمپنی کامیاب ہو۔,دونوں کاروباری شراکت دار اپنی کمپنی کی کامیابی کو یقینی بنانے کے لئے گھی شکر ہو کر کام کرتے تھے۔,1.0,2.0,1.0,3.0
تگنی کا ناچ نچانا,"TURN AROUND ONE,S LITTLE FINGER",point the finger,0.8090965151786804,yes,"Whenever something goes wrong in the office, everyone seems quick to point the finger at me.","'تگنی کا ناچ نچانا' means 'point the finger'. Given the above knowledge translate the following sentence to Urdu: 'Whenever something goes wrong in the office, everyone seems quick to point the finger at me.'",جب بھی دفتر میں کچھ غلط ہوتا ہے، سب کو میری طرف انگلی اٹھانے کی جلدی ہوتی ہے۔,جب بھی دفتر میں کچھ غلط ہوتا ہے، سب لوگ فوراً مجھ پر تگنی کا ناچ نچانے لگتے ہیں۔,3.0,2.0,3.0,1.0
گہرے دوست,HAND AND GLOVE,hand in glove,0.9635794758796692,yes,The two companies worked hand in glove to dominate the market with their innovative products.,'گہرے دوست' means 'hand in glove'. Given the above knowledge translate the following sentence to Urdu: 'The two companies worked hand in glove to dominate the market with their innovative products.',دونوں کمپنیوں نے اپنے نوآر اصولوں کے ساتھ بازار پر قابو پانے کے لیے گہرے دوست کے طور پر کام کیا۔,دونوں کمپنیاں اپنی جدید مصنوعات کے ساتھ مارکیٹ پر غلبہ حاصل کرنے کے لیے گہرے دوست کی طرح کام کرتی رہیں۔,2.0,2.0,1.0,1.0
گھی شکر ہونا ۔ شیرو شکر ہونا,HAND AND GLOVE,hand in glove,0.9635794758796692,yes,The two companies worked hand in glove to bring the innovative product to market.,'گھی شکر ہونا ۔ شیرو شکر ہونا' means 'hand in glove'. Given the above knowledge translate the following sentence to Urdu: 'The two companies worked hand in glove to bring the innovative product to market.',دونوں کمپنیاں مل کر نئے پراڈکٹ کو مارکیٹ میں لانے میں گھی شکر ہوئے۔,دونوں کمپنیاں گھی شکر ہوکر جدید مصنوعات کو مارکیٹ میں لائیں۔,2.0,2.0,2.0,3.0
ہاتھوں ہاتھوں لینا,HAND TO HAND,go hand in hand,0.911209225654602,yes,Trust and communication go hand in hand in any successful relationship.,'ہاتھوں ہاتھوں لینا' means 'go hand in hand'. Given the above knowledge translate the following sentence to Urdu: 'Trust and communication go hand in hand in any successful relationship.',بھروسہ اور رابطہ کسی بھی کامیاب تعلق میں ہاتھوں ہاتھوں لینا ہوتے ہیں۔,کسی بھی کامیاب رشتے میں اعتماد اور بات چیت ہاتھوں ہاتھوں لی جاتی ہیں۔,3.0,3.0,1.0,1.0
کام پیارانہ کہ چام,HANDSOME HE THAT HANDSOME DOES,handsome is as handsome does,0.9190713763237,yes,"He may not look like a movie star, but he always helps those in need, proving that handsome is as handsome does.","'کام پیارانہ کہ چام' means 'handsome is as handsome does'. Given the above knowledge translate the following sentence to Urdu: 'He may not look like a movie star, but he always helps those in need, proving that handsome is as handsome does.'",وہ شاید مووی سٹار کی طرح نہ لگتا ہو، لیکن وہ ہمیشہ اُن لوگوں کی مدد کرتا ہے جو ضرورت مند ہیں، جس سے یہ ثابت ہوتا ہے کہ کام پیارانہ کہ چام ہوتا ہے۔,وہ شاید فلمی ستارے کی طرح نہ لگتا ہو، لیکن وہ ہمیشہ ضرورت مندوں کی مدد کرتا ہے، ثابت کرتا ہے کہ کام پیارانہ کہ چام۔,2.0,2.0,2.0,1.0
چمٹنا ۔ لمبا کرنا ۔ انتظار کرنا,HANG ON,hang on,1.0,no,The child hung on to her mother and would not let go of her hands .,'چمٹنا ۔ لمبا کرنا ۔ انتظار کرنا' means 'hang on'. Given the above knowledge translate the following sentence to Urdu: 'The child hung on to her mother and would not let go of her hands .',بچہ اپنی ماں سے چمٹا ہوا تھا اور اس کے ہاتھ نہیں چھوڑ رہا تھا۔,بچے نے اپنی ماں کو چمٹ کر پکڑا اور اس کے ہاتھ چھوڑنے کو تیار نہیں تھا۔,3.0,3.0,1.0,1.0
معطل کرنا ۔ طویل کرنا,HANG UP,hang up,1.0,no,If you do not stop complaining then I will hang up on you .,'معطل کرنا ۔ طویل کرنا' means 'hang up'. Given the above knowledge translate the following sentence to Urdu: 'If you do not stop complaining then I will hang up on you .',اگر تم شکایت کرنا بند نہ کرو تو میں تمہاری معطل کر دوں گا۔,اگر تم شکایت کرنا بند نہیں کرو گے تو میں تمہاری کال معطل کر دوں گا۔,1.0,3.0,1.0,1.0
مشکل مسئلہ,HARD NUT TO CRACK,a sledgehammer to crack a nut,0.7406041622161865,yes,Using a full security sweep for a minor software update seems like using a sledgehammer to crack a nut.,'مشکل مسئلہ' means 'a sledgehammer to crack a nut'. Given the above knowledge translate the following sentence to Urdu: 'Using a full security sweep for a minor software update seems like using a sledgehammer to crack a nut.',ایک چھوٹے سافٹ ویئر اپ ڈیٹ کے لئے پوری سیکیورٹی چیک کرانا مشکل مسئلہ کی طرح ہے۔,ایک چھوٹے سافٹ ویئر اپ ڈیٹ کے لیے مکمل سیکورٹی سویپ کا استعمال کرنا مشکل مسئلہ معلوم ہوتا ہے۔,1.0,1.0,1.0,1.0
جلدی کا کام شیطان کا,HASTE MAKES WASTE,haste makes waste,1.000000238418579,no,"Try not to rush through things , even though you are in a hurry because haste makes waste .","'جلدی کا کام شیطان کا' means 'haste makes waste'. Given the above knowledge translate the following sentence to Urdu: 'Try not to rush through things , even though you are in a hurry because haste makes waste .'",جلدی سے کام کرنے سے بچیں، چاہے آپ جلدی میں ہوں، کیونکہ جلدی کا کام شیطان کا ہوتا ہے۔,چیزوں کو جلدی میں کرنے کی کوشش نہ کریں، چاہے آپ جلدی میں ہوں کیونکہ جلدی کا کام شیطان کا۔,2.0,2.0,2.0,2.0
بدمعاش,HATS OFF TO,take one's hat off to someone,0.780063807964325,yes,I take my hat off to her for managing to complete the project ahead of schedule despite all the challenges.,'بدمعاش' means 'take one's hat off to someone'. Given the above knowledge translate the following sentence to Urdu: 'I take my hat off to her for managing to complete the project ahead of schedule despite all the challenges.',میں اسے بدمعاش سلام کرتا ہوں کہ وہ تمام چیلنجز کے باوجود منصوبہ مکمل کرنے میں پہلے سڈول سے کام کر سکی۔,میں تمام مشکلات کے باوجود منصوبہ وقت سے پہلے مکمل کرنے پر اسے بدمعاش کہتا ہوں۔,2.0,1.0,1.0,1.0
بحث کرنا / بات کرنا,HAVE A WORD WITH,have words,0.8229925036430359,yes,"After the meeting, the two colleagues had words about the new project proposal.","'بحث کرنا / بات کرنا' means 'have words'. Given the above knowledge translate the following sentence to Urdu: 'After the meeting, the two colleagues had words about the new project proposal.'",ملاقات کے بعد، دو ساتھی نئی پروجیکٹ پر بات کی۔,میٹنگ کے بعد، دونوں ساتھیوں نے نئے منصوبے کی تجویز پر بحث کی۔,3.0,3.0,1.0,2.0
ختم کرنا,HAVE AWAY,take a hike,0.7375860214233398,no,Why do n't you just take a hike ?,'ختم کرنا' means 'take a hike'. Given the above knowledge translate the following sentence to Urdu: 'Why do n't you just take a hike ?',تم بس ختم کر کے چلے جاؤ۔,تم بس ختم کیوں نہیں کر دیتے؟,2.0,1.0,1.0,1.0
موزوں نہ ہونا,HAVE ONE'S FINGERS ALL THUMBS,all thumbs,0.8996698260307312,yes,"Whenever I try to fix anything around the house, I feel like I'm all thumbs.","'موزوں نہ ہونا' means 'all thumbs'. Given the above knowledge translate the following sentence to Urdu: 'Whenever I try to fix anything around the house, I feel like I'm all thumbs.'",جب بھی میں گھر کے ارد گرد کوئی چیز ٹھیک کرنے کی کوشش کرتا ہوں، میرا لگتا ہے کہ میں موزوں نہیں ہوں۔,جب بھی میں گھر کے ارد گرد کچھ ٹھیک کرنے کی کوشش کرتا ہوں، مجھے ایسا لگتا ہے جیسے میں موزوں نہیں ہوں۔,1.0,2.0,1.0,2.0
گھبرانا ۔ خوف زدہ ہونا,HAVE ONE'S HEART IN THE MOUTH,have a heart,0.7819531559944153,yes,"After seeing the stray dog shivering in the cold, she decided to have a heart and bring it home.","'گھبرانا ۔ خوف زدہ ہونا' means 'have a heart'. Given the above knowledge translate the following sentence to Urdu: 'After seeing the stray dog shivering in the cold, she decided to have a heart and bring it home.'",بے گھر کتے کو سردی میں کانپتے ہوئے دیکھ کر، اُس نے فیصلہ کیا کہ اُسے گود لے کر گھر لے جائے۔,آوارہ کتے کو سردی میں کانپتے دیکھ کر، اُس نے گھبرانے کا فیصلہ کیا اور اُسے گھر لے آئی۔,2.0,1.0,1.0,1.0
