Idiomatic_Sent,Original_Idiom,Original_Meaning,Translation_Instruction,Mandarin_Sentence_3.5,Mandarin_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
Jack told us to that this is the only way to reach at the top of that mountain and he was bang on .,bang on,to be exactly right or accurate,Translate this sentence to Chinese: 'Jack told us to that this is the only way to reach at the top of that mountain and he was bang on .',杰克告诉我们，这是到达那座山顶的唯一方式，而他是对的。,杰克告诉我们这是到达那座山顶的唯一方法，并且他说得完全正确。,2,3.0,1,2
"I 've scratched your back often , now its your turn .",scratch back,To do a favor for someone in the hopes of receiving a favor in return,"Translate this sentence to Chinese: 'I 've scratched your back often , now its your turn .'",我经常替你挠背，现在该你了。,我经常帮你，现在轮到你了。,2,3.0,1,2
After the terrible earthquake the hospital was over crowded with injured people and most of them were falling through the cracks .,fall between the cracks,to be overlooked or forgotten,Translate this sentence to Chinese: 'After the terrible earthquake the hospital was over crowded with injured people and most of them were falling through the cracks .',在可怕的地震之后，医院里挤满了受伤的人，大多数人都陷入困境。,在那场可怕的地震之后，医院挤满了受伤的人，他们中的大多数都被忽视了。,2,3.0,2,3
"Do n't commit a crime , or you 'll be sent to the black hole .",black hole,"a place or situation where things, especially money or resources, seem to disappear without trace","Translate this sentence to Chinese: 'Do n't commit a crime , or you 'll be sent to the black hole .'",不要犯罪，否则你会被送进黑洞。,不要犯罪，否则你会被送进黑洞。,1,2.0,1,1
"The defence lawyer played devil 's advocate , explaining that the truth could be the opposite of the way it looked , but the judge was n't having it .",devil's advocate,"someone who takes a position for the sake of argument, without necessarily believing in or supporting that position","Translate this sentence to Chinese: 'The defence lawyer played devil 's advocate , explaining that the truth could be the opposite of the way it looked , but the judge was n't having it .'",辩护律师扮演恶魔的辩护者，解释说真相可能与看起来的相反，但法官没有接受。,辩护律师扮演了魔鬼代言人的角色，解释说事实可能与表面看起来的相反，但法官不买账。,3,3.0,1,3
Leaders should be up on the topic they are going to give a speech on and Else they will be mocked by public & lose their votes .,be up on,to be knowledgeable or informed about something,Translate this sentence to Chinese: 'Leaders should be up on the topic they are going to give a speech on and Else they will be mocked by public & lose their votes .',领导人应该了解他们要演讲的话题，否则他们会被公众嘲笑，失去选票。,领导者应该熟悉他们要演讲的主题，否则他们会被公众嘲笑并失去选票。,3,3.0,3,3
Going through the scenario step by step helps to shed light on it .,shed light,To provide information or clarity on a subject; to reveal or explain something,Translate this sentence to Chinese: 'Going through the scenario step by step helps to shed light on it .',逐步进行情景模拟有助于阐明情况。,逐步分析这个情境有助于澄清它。,3,3.0,3,2
"After the devastating fire that claimed the lives of her entire family , Alicia has managed to buck up and put her life back together . '",buck up,To make an effort to improve or become more cheerful and enthusiastic,"Translate this sentence to Chinese: 'After the devastating fire that claimed the lives of her entire family , Alicia has managed to buck up and put her life back together . ''",在夺走了她整个家人生命的毁灭性火灾之后，艾丽西亚设法重新振作起来，重新开始她的生活。,在那场夺去了她全家生命的毁灭性大火之后，艾丽西亚设法振作起来，重建了自己的生活。,3,3.0,3,3
"I like reading books like Jane Austen , Charlotte Bronte and so on .",and so on,continuing in the same manner; et cetera; and so forth,"Translate this sentence to Chinese: 'I like reading books like Jane Austen , Charlotte Bronte and so on .'",我喜欢读简·奥斯丁、夏洛蒂·勃朗特等作者的书。,我喜欢读像简·奥斯汀、夏洛蒂·勃朗特等人的书。,3,3.0,3,3
The couple took a rain check today from the school duties because it is their anniversary and they wanted to spend the day together .,rain check,to postpone or reschedule a planned event or activity,Translate this sentence to Chinese: 'The couple took a rain check today from the school duties because it is their anniversary and they wanted to spend the day together .',这对夫妇今天请了事假，因为今天是他们的纪念日，他们想要一起度过这一天。,这对夫妻今天推迟了学校的任务，因为今天是他们的结婚纪念日，他们想一起度过这一天。,2,3.0,1,2
"You can not close the books as you please , the law of the land means something and you will get caught eventually .",close the books,to complete or finalize all necessary paperwork or accounting tasks related to a particular project or period of time,"Translate this sentence to Chinese: 'You can not close the books as you please , the law of the land means something and you will get caught eventually .'",你不能随意关闭账册，法律规定的意义重大，最终你会被抓到的。,你不能随意结账，国家的法律是有意义的，你最终会被抓住。,2,2.0,1,1
Jonathan looking for his lost phone may be on a wild goose chase .,wild goose chase,fruitless or futile activity; a pointless pursuit,Translate this sentence to Chinese: 'Jonathan looking for his lost phone may be on a wild goose chase .',乔纳森找他丢失的手机可能是在一场徒劳的追逐中。,乔纳森寻找他丢失的手机可能是在徒劳无功。,3,3.0,2,3
His story is really one of going from rags to riches .,rags to riches,Going from poverty or a lowly position to wealth or success.,Translate this sentence to Chinese: 'His story is really one of going from rags to riches .',他的故事真的是从贫困到富裕。,他的故事真的是一个从贫穷到富有的过程。,3,3.0,2,2
"Although older and much mellowed down , the outspoken former sportsman is alive and kicking .",alive and kicking,still alive and healthy; active and energetic,"Translate this sentence to Chinese: 'Although older and much mellowed down , the outspoken former sportsman is alive and kicking .'",尽管年纪大了，变得温和了许多，但这位直言不讳的前体育运动员仍然活蹦乱跳。,虽然年纪大了，而且变得温和了，但这位直言不讳的前运动员依然生龙活虎。,3,3.0,3,3
