Idiomatic_Sent,Original_Idiom,Original_Meaning,high_similarity_chinese_idioms,Chinese_Idiom,Translation_Instruction,Mandarin_Sentence_3.5,Mandarin_Sentence_4o,Evaluation_KB_4,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
"Four people are injured , one seriously , when two cars collided head-on Sunday in Edmonton .",head-on,directly and without hesitation; confronting a situation or problem directly,迎头痛击 (0.77),迎头痛击,"'head-on' means '迎头痛击'. Given the above knowledge, translate this sentence to Chinese: 'Four people are injured , one seriously , when two cars collided head-on Sunday in Edmonton .'.",周日，在埃德蒙顿，两辆汽车迎头痛击，导致四人受伤，其中一人伤势严重。,四人在周日埃德蒙顿两辆汽车迎头相撞时受伤，其中一人伤势严重。,,3.0,3,1,3
It was with a heavy heart that Dolly left her hometown and went abroad for her studies .,heavy heart,feeling sad or burdened with sorrow,"向隅而泣 (0.72), 呜呼哀哉 (0.74), 如丧考妣 (0.75), 悲愤填膺 (0.71), 悲喜交集 (0.78), 郁郁寡欢 (0.76), 郁郁不乐 (0.78), 黯然神伤 (0.81), 乐极则悲 (0.73), 感慨系之 (0.72), 怅然若失 (0.72), 鬼泣神号 (0.79), 悲痛欲绝 (0.75), 哀声叹气 (0.75), 黯然伤神 (0.84), 哀痛欲绝 (0.79), 五内如焚 (0.78), 悲不自胜 (0.71), 悱恻缠绵 (0.82)",郁郁寡欢,"'heavy heart' means '郁郁寡欢'. Given the above knowledge, translate this sentence to Chinese: 'It was with a heavy heart that Dolly left her hometown and went abroad for her studies .'.",多莉怀着沉重的心情离开了她的家乡，去国外留学。,多莉怀着郁郁寡欢的心情离开了她的家乡，出国留学。,,3.0,3,3,3
"I have seen him smoke and bully people right from the time he was in high school and With such building blocks , what else were you expecting of his future ?",building blocks,fundamental components or basic elements that are necessary for the development or construction of something,,,"building blocks' means 'fundamental components or basic elements that are necessary for the development or construction of something'. Given the above knowledge, translate this sentence to Chinese: 'I have seen him smoke and bully people right from the time he was in high school and With such building blocks , what else were you expecting of his future ?'.",我从高中时代就看到他抽烟和欺负人。有了这样的基础，你还期待他的未来会怎样？,我从他高中时就看到他抽烟和欺负人，有了这样的基础，你还指望他的未来会如何呢？,,3.0,3,2,2
I am coming across such an issue after a very long time .,come across,to meet or find something or someone by chance; to give a particular impression or make a particular impact on someone,,,"come across' means 'to meet or find something or someone by chance; to give a particular impression or make a particular impact on someone'. Given the above knowledge, translate this sentence to Chinese: 'I am coming across such an issue after a very long time .'.",我在很长时间后碰上了这个问题。,很久以后，我再次遇到这样的问题。,,3.0,3,2,3
"All of my efforts seem to be going down the drain , no one seems to care .",down the drain,wasted or lost; irrecoverable or pointless expenditure or effort,大手大脚 (0.72),大手大脚,"'down the drain' means '大手大脚'. Given the above knowledge, translate this sentence to Chinese: 'All of my efforts seem to be going down the drain , no one seems to care .'.",我的所有努力似乎都是大手大脚地浪费，没有人似乎在意。,我所有的努力似乎都大手大脚了，似乎没有人关心。,,2.0,1,1,1
He smelt a rat when his wife said she did n't want to go on a vacation with him .,smell a rat,to suspect that something is wrong or suspicious,疑神疑鬼 (0.76),疑神疑鬼,"'smell a rat' means '疑神疑鬼'. Given the above knowledge, translate this sentence to Chinese: 'He smelt a rat when his wife said she did n't want to go on a vacation with him .'.",当他的妻子说她不想和他一起去度假时，他疑神疑鬼了。,当他妻子说不想和他一起去度假时，他就感觉有些不对劲。,,2.0,3,2,2
"Starting a new venture is fraught with risks , but if you can hang in there despite the difficulties , you are sure to succeed .",hang in there,"to persevere, keep going, or stay determined despite difficulties or challenges","坚持不懈 (0.77), 持之以恒 (0.86), 锲而不舍 (0.73)",坚持不懈,"'hang in there' means '坚持不懈'. Given the above knowledge, translate this sentence to Chinese: 'Starting a new venture is fraught with risks , but if you can hang in there despite the difficulties , you are sure to succeed .'.",开始一项新的冒险充满了风险，但如果你能坚持不懈，尽管困难重重，你一定会成功的。,开始新的创业充满了风险，但如果你能坚持不懈地克服困难，你一定会成功。,,3.0,3,3,3
Sometimes it can be difficult to buck up and continue after suffering a huge loss .,buck up,To make an effort to improve or become more cheerful and enthusiastic,"发奋图强 (0.71), 眉开眼笑 (0.72)",发奋图强,"'buck up' means '发奋图强'. Given the above knowledge, translate this sentence to Chinese: 'Sometimes it can be difficult to buck up and continue after suffering a huge loss .'.",有时候在遭受重大损失后，要振作起来继续可能会很困难。,有时在遭受巨大损失后，发奋图强并继续前行会很困难。,,3.0,3,3,3
He told me that they would get back to me right away regarding an answer .,right away,immediately or without delay,立时三刻 (0.89),立时三刻,"'right away' means '立时三刻'. Given the above knowledge, translate this sentence to Chinese: 'He told me that they would get back to me right away regarding an answer .'.",他告诉我，他们会立时三刻给我答复。,他告诉我他们会立时三刻给我答复。,,3.0,3,3,3
"As per her bucket list , Sarah wants to buy a Persian cat .",bucket list,a list of experiences or achievements that a person wants to have or accomplish before they die,,,"bucket list' means 'a list of experiences or achievements that a person wants to have or accomplish before they die'. Given the above knowledge, translate this sentence to Chinese: 'As per her bucket list , Sarah wants to buy a Persian cat .'.",根据她的心愿清单，萨拉想要买一只波斯猫。,根据她的遗愿清单，萨拉想买一只波斯猫。,,3.0,2,3,2
"Ever since the accident , she 's been a little on edge when driving .",on edge,"feeling nervous, anxious, or irritable","七上八下 (0.73), 坐立不安 (0.73), 如堕五里雾中 (0.74), 心慌意乱 (0.85), 心急如焚 (0.71), 心绪不宁 (0.79), 心神不定 (0.73), 忐忑不安 (0.87), 惶恐不安 (0.79), 惶惶不可终日 (0.71), 忧心忡忡 (0.86), 抓耳挠腮 (0.77), 郁郁不乐 (0.74), 惶惶不安 (0.79), 万箭攒心 (0.84), 胆颤心惊 (0.72), 汲汲皇皇 (0.73), 怫然不悦 (0.76), 惊惶万状 (0.71), 昏头晕脑 (0.70), 心浮气躁 (0.79), 心神不宁 (0.79)",坐立不安,"'on edge' means '坐立不安'. Given the above knowledge, translate this sentence to Chinese: 'Ever since the accident , she 's been a little on edge when driving .'.",自从那次事故后，她开车时总是有点坐立不安。,自从那次事故以来，她开车时一直有点坐立不安。,,3.0,3,3,3
She said she was going to become his wife if it is the last thing she does .,if it's the last thing I do,"to express a strong determination to do something, even if it is the final thing one accomplishes or the very last effort one makes",,,"if it's the last thing I do' means 'to express a strong determination to do something, even if it is the final thing one accomplishes or the very last effort one makes'. Given the above knowledge, translate this sentence to Chinese: 'She said she was going to become his wife if it is the last thing she does .'.",她说她要成为他的妻子，即使这是她最后一次努力。,她说她一定要成为他的妻子，即使这是她做的最后一件事。,,2.0,3,1,3
The two technology companies are neck and neck in developing a new operating system for our computers .,neck and neck,very close or even in a competition or race; with no clear leader,,,"neck and neck' means 'very close or even in a competition or race; with no clear leader'. Given the above knowledge, translate this sentence to Chinese: 'The two technology companies are neck and neck in developing a new operating system for our computers .'.",这两家科技公司在为我们的电脑开发新操作系统方面势均力敌。,这两家科技公司在开发新操作系统方面势均力敌。,,3.0,3,3,3
I 've been waiting for ages but I did n't get any new piece of writing from my favourite writer .,piece of writing,"written work or composition, such as an essay or article",,,"piece of writing' means 'written work or composition, such as an essay or article'. Given the above knowledge, translate this sentence to Chinese: 'I 've been waiting for ages but I did n't get any new piece of writing from my favourite writer .'.",我等了好久但我没有从我最喜欢的作家那里得到任何新的作品。,我等了很久，但我最喜欢的作家没有给我任何新的作品。,,3.0,3,2,1
Do you know that he arranged for the funds just in case you decided to go ahead with the plan ?,just in case,as a precaution or in anticipation of a future event or circumstance,以防万一 (0.76),以防万一,"'just in case' means '以防万一'. Given the above knowledge, translate this sentence to Chinese: 'Do you know that he arranged for the funds just in case you decided to go ahead with the plan ?'.",你知道他安排了资金，以防万一你决定继续执行计划吗？,你知道他安排了资金以防万一你决定继续这个计划吗？,,3.0,3,3,3
