Idiomatic_Sent,Original_Idiom,Original_Meaning,ai_generated_idioms,chinese_idiom,Translation_Instruction,Mandarin_Sentence_3.5,Mandarin_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
"After the devastating fire that claimed the lives of her entire family , Alicia has managed to buck up and put her life back together . '",buck up,To make an effort to improve or become more cheerful and enthusiastic,"{
    ""English idiom"": ""buck up"",
    ""English definition"": ""to become encouraged, to cheer up, or to make an effort to improve your mood or situation"",
    ""Chinese idiom 1"": ""振作精神"",
    ""Chinese idiom 2"": ""打起精神"",
    ""Chinese idiom 3"": """"
}",振作精神,"'buck up' means '振作精神'. Given the above knowledge, translate the following sentence to Chinese: 'After the devastating fire that claimed the lives of her entire family , Alicia has managed to buck up and put her life back together . ''",在造成她整个家庭丧生的可怕火灾之后，艾丽西亚设法振作起来，重新开始了她的生活。,在那场夺走她整个家庭生命的毁灭性火灾之后，艾丽西亚已经设法振作精神并重新开始了生活。,3,3,3,3
"I like reading books like Jane Austen , Charlotte Bronte and so on .",and so on,continuing in the same manner; et cetera; and so forth,"{
    ""English idiom"": ""and so on"",
    ""English definition"": ""Used to indicate that a list continues in a similar manner without specifying all the items."",
    ""Chinese idiom 1"": ""等等"",
    ""Chinese idiom 2"": ""诸如此类"",
    ""Chinese idiom 3"": ""等等之类""
}",等等,"'and so on' means '等等'. Given the above knowledge, translate the following sentence to Chinese: 'I like reading books like Jane Austen , Charlotte Bronte and so on .'",我喜欢阅读简·奥斯丁、夏洛蒂·勃朗特等等的书。,我喜欢读像简·奥斯汀、夏洛特·勃朗特等等的书。,3,3,3,3
The couple took a rain check today from the school duties because it is their anniversary and they wanted to spend the day together .,rain check,to postpone or reschedule a planned event or activity,"{
  ""English idiom"": ""rain check"",
  ""English definition"": ""An offer or invitation to do something at a later date"",
  ""Chinese idiom 1"": ""改日再约"",
  ""Chinese idiom 2"": """",
  ""Chinese idiom 3"": """"
}",改日再约,"'rain check' means '改日再约'. Given the above knowledge, translate the following sentence to Chinese: 'The couple took a rain check today from the school duties because it is their anniversary and they wanted to spend the day together .'",这对夫妇今天放弃了学校的职责，因为今天是他们的周年纪念日，他们想待在一起度过这一天。,这对夫妻今天由于结婚纪念日而改日再约校务，因为他们想一起度过这一天。,2,3,1,2
"You can not close the books as you please , the law of the land means something and you will get caught eventually .",close the books,to complete or finalize all necessary paperwork or accounting tasks related to a particular project or period of time,"{
  ""English idiom"": ""close the books"",
  ""English definition"": ""To complete or finalize financial records at the end of an accounting period, often indicating that no further changes can be made."",
  ""Chinese idiom 1"": ""结账清理"",
  ""Chinese idiom 2"": ""收尾工作"",
  ""Chinese idiom 3"": null
}",结账清理,"'close the books' means '结账清理'. Given the above knowledge, translate the following sentence to Chinese: 'You can not close the books as you please , the law of the land means something and you will get caught eventually .'",你不能随便结账清理，法律不是摆设，迟早会有人揭发。,你不能随意结账清理，法律还是有约束力的，最终你会被抓到。,3,3,1,1
Jonathan looking for his lost phone may be on a wild goose chase .,wild goose chase,fruitless or futile activity; a pointless pursuit,"{
    ""English idiom"": ""wild goose chase"",
    ""English definition"": ""A futile search or pursuit of something unattainable or nonexistent."",
    ""Chinese idiom 1"": ""劳而无功"",
    ""Chinese idiom 2"": ""捕风捉影"",
    ""Chinese idiom 3"": ""画饼充饥""
}",劳而无功,"'wild goose chase' means '劳而无功'. Given the above knowledge, translate the following sentence to Chinese: 'Jonathan looking for his lost phone may be on a wild goose chase .'",约翰尼正在寻找他丢失的手机，可能是在劳而无功。,乔纳森寻找他丢失的手机可能是在进行一场劳而无功的行动。,2,3,2,2
His story is really one of going from rags to riches .,rags to riches,Going from poverty or a lowly position to wealth or success.,"```json
{
  ""English idiom"": ""rags to riches"",
  ""English definition"": ""A phrase that describes a person who rises from a state of extreme poverty to one of great wealth."",
  ""Chinese idiom 1"": ""白手起家"",
  ""Chinese idiom 2"": ""一夜暴富"",
  ""Chinese idiom 3"": ""苦尽甘来""
}
```",白手起家,"'rags to riches' means '白手起家'. Given the above knowledge, translate the following sentence to Chinese: 'His story is really one of going from rags to riches .'",他的故事真的就是白手起家。,他的故事真的是一个白手起家的传奇。,3,3,2,3
"Although older and much mellowed down , the outspoken former sportsman is alive and kicking .",alive and kicking,still alive and healthy; active and energetic,"{
  ""English idiom"": ""alive and kicking"",
  ""English definition"": ""In good health and active"",
  ""Chinese idiom 1"": ""生龙活虎"",
  ""Chinese idiom 2"": ""活蹦乱跳"",
  ""Chinese idiom 3"": ""精神焕发""
}",生龙活虎,"'alive and kicking' means '生龙活虎'. Given the above knowledge, translate the following sentence to Chinese: 'Although older and much mellowed down , the outspoken former sportsman is alive and kicking .'",虽然年纪大了，性情也渐趋温和，但这位直言不讳的前运动员仍然生龙活虎。,虽然年纪大了，也沉稳了不少，但这位直言不讳的前运动员依然生龙活虎。,3,3,3,3
It is best to hear it straight from the horse 's mouth so you know its true .,straight from the horse's mouth,information received directly from the original or authoritative source,"```json
{
  ""English idiom"": ""straight from the horse's mouth"",
  ""English definition"": ""Information obtained directly from the most reliable or authoritative source."",
  ""Chinese idiom 1"": ""亲口所说"",
  ""Chinese idiom 2"": ""当事人说的"",
  ""Chinese idiom 3"": ""言之凿凿""
}
```",当事人说的,"'straight from the horse's mouth' means '当事人说的'. Given the above knowledge, translate the following sentence to Chinese: 'It is best to hear it straight from the horse 's mouth so you know its true .'",最好是直接从当事人口中听到，这样你才知道是真的。,最好亲耳听当事人说，这样你才知道那是真的。,3,3,2,2
We will leave no stone unturned to find out who did this . ',leave no stone unturned,to search or investigate every possible option or avenue,"{
  ""English idiom"": ""leave no stone unturned"",
  ""English definition"": ""To do everything possible in order to achieve something or to find someone or something."",
  ""Chinese idiom 1"": ""挖地三尺"",
  ""Chinese idiom 2"": ""穷尽一切手段"",
  ""Chinese idiom 3"": ""不遗余力""
}",挖地三尺,"'leave no stone unturned' means '挖地三尺'. Given the above knowledge, translate the following sentence to Chinese: 'We will leave no stone unturned to find out who did this . ''",我们将挖地三尺以查清是谁干的。,我们会挖地三尺找出是谁干的。,3,3,3,3
"I hate working with my new colleague , who puts me on edge .",on edge,"feeling nervous, anxious, or irritable","```json
{
    ""English idiom"": ""on edge"",
    ""English definition"": ""nervous, tense, or easily upset"",
    ""Chinese idiom 1"": ""如坐针毡"",
    ""Chinese idiom 2"": ""忐忑不安"",
    ""Chinese idiom 3"": ""惴惴不安""
}
```",忐忑不安,"'on edge' means '忐忑不安'. Given the above knowledge, translate the following sentence to Chinese: 'I hate working with my new colleague , who puts me on edge .'",我讨厌和我的新同事一起工作，他让我忐忑不安。,我讨厌和我的新同事一起工作，他让我忐忑不安。,3,3,3,3
A self-made man would understand the value of his empire more than anything else .,self-made man,"someone who has achieved success, wealth, or prominence on their own, without any help or support from others","```json
{
    ""English idiom"": ""self-made man"",
    ""English definition"": ""A person who has achieved success or prominence by their own efforts, rather than by relying on help from others."",
    ""Chinese idiom 1"": ""白手起家"",
    ""Chinese idiom 2"": ""自力更生"",
    ""Chinese idiom 3"": ""奋发图强""
}
```",白手起家,"'self-made man' means '白手起家'. Given the above knowledge, translate the following sentence to Chinese: 'A self-made man would understand the value of his empire more than anything else .'",一个白手起家的人会比任何其他人更了解他的帝国的价值。,白手起家的人会比任何东西都更理解他的帝国的价值。,3,3,3,3
She was tickled pink when her painting was selected for the top prize at the competition .,tickled pink,extremely pleased or delighted,"{
  ""English idiom"": ""tickled pink"",
  ""English definition"": ""To be very pleased or delighted"",
  ""Chinese idiom 1"": ""心花怒放"",
  ""Chinese idiom 2"": ""喜出望外"",
  ""Chinese idiom 3"": ""欣喜若狂""
}",心花怒放,"'tickled pink' means '心花怒放'. Given the above knowledge, translate the following sentence to Chinese: 'She was tickled pink when her painting was selected for the top prize at the competition .'",她的画被选为比赛的最高奖时，她心花怒放。,当她的画作在比赛中被选为头等奖时，她心花怒放。,3,3,3,3
"In a typical display of cupboard love , the child ran to her and jumped into her lap as soon as she brought out the toy she had got for him",cupboard love,"Fake or insincere expressions of affection or love, usually motivated by the desire to gain something","```json
{
  ""English idiom"": ""cupboard love"",
  ""English definition"": ""affection that is given purely to gain a reward or favor, often material in nature"",
  ""Chinese idiom 1"": ""有所图谋"",
  ""Chinese idiom 2"": ""假情假意"",
  ""Chinese idiom 3"": """"
}
```",假情假意,"'cupboard love' means '假情假意'. Given the above knowledge, translate the following sentence to Chinese: 'In a typical display of cupboard love , the child ran to her and jumped into her lap as soon as she brought out the toy she had got for him'",在一个典型的假情假意表现中，当她拿出她给他买的玩具时，孩子立刻跑过去跳到她膝上。,典型的假情假意，孩子一看到她拿出给他的玩具，立刻跑过去跳到她的膝盖上。,2,2,3,3
