Idiomatic_Sent,Original_Idiom,en_meaning,translation_instruction,English_Sentence_3.5,English_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
能屈能伸：学会低头，退一步海阔天空，脸皮厚点，把丢脸看成是一种磨炼，别为小事较真。水流不腐，人“活”不输，做情绪的主人，调整心态。,能屈能伸,"able to bend and stretch, being adaptable and capable of adjusting oneself to different situations",Translate this sentence to English: '能屈能伸：学会低头，退一步海阔天空，脸皮厚点，把丢脸看成是一种磨炼，别为小事较真。水流不腐，人“活”不输，做情绪的主人，调整心态。',"Be flexible: learn to compromise, step back to see a broader perspective, have a thick skin, consider losing face as a form of tempering, don't sweat the small stuff. Water flows not rotten, people do not lose ""life"", be the master of your emotions, adjust your mindset.","Able to bend and stretch: Learn to bow your head, take a step back and you'll find the sea and sky boundless. Be a bit thick-skinned, see embarrassment as a form of training, and don't get hung up on small matters. Flowing water doesn't rot, and people who ""live"" don't lose. Be the master of your emotions and adjust your mindset.",2,3,2,2
马科斯和他声名狼藉、挥霍无度的妻子伊梅尔达，被迫逃离菲律宾。,挥霍无度,squandering without restraint,Translate this sentence to English: '马科斯和他声名狼藉、挥霍无度的妻子伊梅尔达，被迫逃离菲律宾。',"""Marcos and his infamous, extravagant wife Imelda were forced to flee the Philippines.""","Marcos and his infamous, extravagant wife Imelda were forced to flee the Philippines.",3,3,3,3
俗话说：人不为己，天诛地灭，可俗话又说：君子以成人之美。可见俗话不是准则，为己还是舍己，还得自己掂量呐！,天诛地灭,"complete destruction or annihilation, wishing that the heavens and the earth would punish or eradicate",Translate this sentence to English: '俗话说：人不为己，天诛地灭，可俗话又说：君子以成人之美。可见俗话不是准则，为己还是舍己，还得自己掂量呐！',"As the saying goes: If one does not act for oneself, heaven will destroy and earth will exterminate, but another saying goes: A noble person contributes to the beauty of others. It can be seen that sayings are not rules, whether to act for oneself or sacrifice oneself, one still needs to weigh it themselves!","As the saying goes: ""If a person does not act for themselves, heaven and earth will destroy them,"" but another saying goes: ""A gentleman helps others achieve their beauty."" It is evident that sayings are not absolute rules; whether to act for oneself or to sacrifice oneself, one must weigh it carefully!",3,3,1,2
“我不在乎你曾有千娇百媚姹紫嫣红，我要的是，此后你只属于我一个人。”，“在我眼中，你已是千娇百媚姹紫嫣红。”。 #十四夜#,千娇百媚,"charming, sweet and lovable in various ways",Translate this sentence to English: '“我不在乎你曾有千娇百媚姹紫嫣红，我要的是，此后你只属于我一个人。”，“在我眼中，你已是千娇百媚姹紫嫣红。”。 #十四夜#',"""I don't care if you used to have countless admirers, what I want is for you to belong to me alone from now on. In my eyes, you are already enchanting and beautiful."" #Fourteenth Night#","""I don't care that you once had countless charms and vibrant beauty; what I want is for you to belong to only me from now on."" ""In my eyes, you already possess countless charms and vibrant beauty."" #ShiSiYe#",3,3,2,2
在现实触乎可及的物质利益面前，以及在岁月更替风雨飘摇中苟延残喘的一堆老祖宗遗物面前，家园可以是一堆新造崛起的钢筋混凝土结构的楼房，也可以是时间深处以对世间万物的审美和理解建立起来的精神系统。这是选择。人们会选择哪一种结果。前提来自他们认为哪一种更具备价值。,风雨飘摇,"unstable or uncertain, going through hardships",Translate this sentence to English: '在现实触乎可及的物质利益面前，以及在岁月更替风雨飘摇中苟延残喘的一堆老祖宗遗物面前，家园可以是一堆新造崛起的钢筋混凝土结构的楼房，也可以是时间深处以对世间万物的审美和理解建立起来的精神系统。这是选择。人们会选择哪一种结果。前提来自他们认为哪一种更具备价值。',"In the face of tangible material interests in reality and a pile of ancestral relics struggling in the changing tides of time, a home can be a newly built high-rise concrete structure, or it can be a spiritual system established through aesthetic and intellectual understanding of the world. This is a choice. People will choose which outcome based on their perceived value.","In the face of tangible material benefits in reality and a pile of ancestral relics barely surviving through the changing times, a home can be a newly constructed steel and concrete building, or it can be a spiritual system established through the appreciation and understanding of all things in the world over time. This is a choice. People will choose based on which they believe to be more valuable.",3,3,1,2
有的同学刚刚开始学写文章就想模仿作家的手法，结果是东施效颦，弄巧成拙。,弄巧成拙,to make things more complicated or worse by trying to be clever or deceptive,Translate this sentence to English: '有的同学刚刚开始学写文章就想模仿作家的手法，结果是东施效颦，弄巧成拙。',"Some students just starting to write articles want to imitate the techniques of established writers, but end up with a clumsy and unsuccessful result.","Some students, having just started learning to write essays, attempt to imitate the techniques of famous authors, but the result is a poor imitation and a clumsy failure.",2,2,2,2
康爷对我等恩深义重，我等愿肝脑涂地，追随康爷!,恩深义重,profound gratitude and deep sense of friendship,Translate this sentence to English: '康爷对我等恩深义重，我等愿肝脑涂地，追随康爷!',Lord Kang has shown us great kindness and we are willing to give up our lives to follow him!,"""Master Kang has shown us profound kindness and loyalty; we are willing to sacrifice our lives to follow him!""",3,3,2,3
当坏人落入法网时，人们无不拍手称快。,拍手称快,clap one's hands and rejoice; to express satisfaction or joy at someone else's misfortune or failure,Translate this sentence to English: '当坏人落入法网时，人们无不拍手称快。',"When a villain falls into the clutches of the law, everyone claps with joy.","When bad people fall into the net of the law, everyone claps their hands in delight.",3,3,3,2
"""天下本无事，庸人自扰之""我们就是经常这样自己吓唬自己，直到手足无措，直到杯弓蛇影。",庸人自扰,troubling oneself over insignificant matters,"Translate this sentence to English: '""天下本无事，庸人自扰之""我们就是经常这样自己吓唬自己，直到手足无措，直到杯弓蛇影。'","""In the world, there is originally no trouble; it is the mediocre people who disturb themselves."" We often scare ourselves like this, until we are at a loss and see ghosts in everything.","""'The world is inherently peaceful; it is foolish people who create trouble for themselves.' We often frighten ourselves this way, until we are at a loss, seeing shadows in a cup as snakes.""",2,3,2,3
苦难有如乌云。远望去但见墨墨一片，然而身临其境时不过是灰色而已。,身临其境,"to be immersed in a situation, to experience something personally",Translate this sentence to English: '苦难有如乌云。远望去但见墨墨一片，然而身临其境时不过是灰色而已。',"""Hardship is like dark clouds. From afar, it appears pitch black, but when you are in the midst of it, it's just a shade of gray.""","""Suffering is like dark clouds. From a distance, they appear pitch black, but when you're in the midst of them, they are merely gray.""",3,3,3,3
