id,idiom,en_meaning,zh_meaning,ja_meaning
6053,巴巴结结,awkward and stilted in speech or behavior,形容说话、行动迟疑不流畅，不爽快,緊張しすぎて言葉がうまく出せない
6054,卧虎藏龙,hidden talents or abilities among ordinary people,指某一地方或环境中隐藏着一些潜在的，未被人发现或注意到的人才或能力。,秘められた才能や能力を持っている人々がいること
6055,呼天唤地,crying out to the heavens and earth,形容声音大到能够引起上天和地下的回应，形容极为悲愤或急切的呼喊,人々の助けを求め、困難や苦境に直面すること
6056,义结金兰,forming a deep and unbreakable brotherly bond,形容朋友间的关系非常亲密,仲間意識が強く、団結している
6057,如臂使指,to be at someone's beck and call; to be able to use as needed,形容对方言听计从，毫不违抗,自分の指を動かせば、腕まで一緒に動く。
6058,正直无私,upright and selfless,没有私心或个人利益，按照道义行事,正直で利己心のないこと
6059,公平正直,"impartial and upright, fair and just",形容人正义，不偏不倚，公正无私,公平で正直なこと。公正な判断や行動をすること。
6060,嫉恶若仇,to detest evil as if it were a personal enemy,对恶势力和坏人怀有强烈的仇恨和敌意,悪を嫌い、敵として扱うこと。憎むべき悪に対して厳しい態度を示すこと。
6061,牛衣对泣,to sympathize and empathize with someone in a desperate situation,比喻以伪装掩饰真实感情，故意示弱以骗取同情,他人の悲しみに対して同情し、共に泣く
6062,倾巢而出,to mobilize all available resources; to send out everything one has,形容全部都出动，一齐出动,蜂の巣から全員が一斉に飛び出すように、多くの人や物が一度に出てくること。
6063,欺上瞒下,deceiving superiors and deceiving subordinates,欺骗上面，蒙骗下面,上司や上位者には媚びを売りながら、部下や下位者を騙していること。
6064,权倾天下,having absolute power and influence over the world,形容权力极度集中，垄断统治整个世界。,全ての権力が世界を支配する
6065,毫不介意,"not minding at all, being completely indifferent",不在意、不介意,少しも気にしない
6066,不可造次,not to act rashly or hastily,做事情时不可鲁莽、草率。应慎重、细致、周到地处理事务,軽率な行動や決断をしてはならない
6067,秋水伊人,a person who resembles the autumn water in beauty and elegance,指女子美丽如秋水，形容女子容貌姿态优美,涼しい秋の水のような美しい女性
6068,绳之以法,to punish someone according to the law,依照法律处理，给予应有的惩罚,法を以て制する
6069,遮天盖地,"overwhelming, all-encompassing",形容遍布一片，无所不在,天地を覆い隠すほどの大きさや勢いがある。
6070,箪食瓢饮,"living a frugal or simple life, often referring to a situation where one only has enough food and drink to sustain themselves",过着简朴的生活,贅沢をせず、質素な生活を送ること。
6071,招权纳贿,to use one's power and authority to solicit bribes,指利用权力招收贿赂,権力を利用して賄賂を受け入れる
6072,善有善报,good deeds will be rewarded,好人做好事必有好报,善行をすると善い報いがある。善い行いは必ず報われる。
6073,裹尸马革,"determined to fight to death, willing to sacrifice one's life",代指宁愿死也不肯受屈辱,死後も忠誠心を持ち続けること。
6074,字字珠玑,Every word is exquisite and profound,形容文章或言辞极其精巧，每个字都像珍珠一样珍贵,一字ひと字が非常に優れた表現である
6075,翻然改进,a significant improvement or transformation,指彻底改造、大幅度改善，使得事物出现翻天覆地的变化,大変な変化や進歩をする
6076,遇水架桥,to overcome difficulties with adaptability and resourcefulness,遇到困难时找到了解决问题的方法或途径,困難や問題に直面したときも、創造的な方法で対処する
6077,一字之师,A teacher who imparts knowledge in just a few words,形容某人只有一点点知识或技能，但能教给别人很多东西。,一字の師
6078,血肉相连,blood is thicker than water,家族亲密无间，关系密切。形容关系密切，感情深厚。,血のつながりがある
6079,取信于民,gaining trust and support from the people,赢得民众的信任和支持,民衆の信頼を得る
6080,莺声燕语,the sound of singing birds and chirping swallows,形容人们互相交谈、交流的声音细腻、婉转动听,美しい鳥のさえずりや鳥のさえずり。
6081,意在笔先,intention revealed through the pen,通过写字来表达自己的意思,意図は筆先にある
6082,巾帼英雄,brave and strong-willed woman,赞美女性在困难或危险面前表现出的勇敢和坚强,女性の勇敢な行動や業績を称える
6083,言之不预,saying something without prior warning or announcement,不事先告诉人们,予告や準備なしに発言すること
6084,风趣横生,full of wit and humor,形容人说话、写文章时，意思机智有趣，引人发笑。,風味豊かで面白い
6085,渔翁得利,someone else benefits from your actions; to benefit indirectly from someone else's misfortune,在坏事中得到了好处,偶然に利益を得る
6086,栋梁之材,talented and capable person; pillar of the nation,指具有卓越才能和贡献，可以支撑起整个事业或组织的人才,優れた能力と資質を持ち、組織や社会に貢献する素質を持った人材
6087,破竹之势,an unstoppable momentum or force; winning streak,形容攻势非常凶猛，势不可挡,連戦連勝し、勢いが強まる様子
6088,珠玉在侧,having excellent and talented people by one's side,形容有人的口才、文章、技艺等非常出色，就像旁边有珍贵的珠玉一样,貴重なものがそばにある
6089,学识渊博,having extensive knowledge,指学问广博，知识丰富,博識であること
6090,佛头着粪,the act of placing a Buddha's head on top of a pile of feces,形容一个人的美德或才能淹没在不好的环境中,見た目は立派だが内面が汚い。
6091,英姿焕发,radiant and confident demeanor,精神焕发，容光焕发，形象出色,魅力的で活気に満ちた姿を見せる
6092,扑天盖地,overwhelming; to cover the sky and the earth,形容很多事物密密麻麻、遮天盖地地充满了整个空间,圧倒的な勢いや規模がある
6093,千岩竞秀,numerous beautiful and awe-inspiring sights competing for attention; a scenery characterized by a multitude of magnificent rock formations,形容山峰林立，美丽壮观,多数の美しい山々が競い合い、互いに美しさを引き立てる
6094,恶有恶报,evil deeds will be punished; bad actions will have negative consequences,做坏事会有报应,悪事をした者は必ず報いを受ける
6095,自我牺牲,self-sacrifice; sacrificing oneself for the sake of others,为了他人或共同利益而放弃个人的权益或生命,自己の欲求や利益を犠牲にすること
