id,idiom,en_meaning,zh_meaning,ja_meaning
3009,run someone ragged,to exhaust or tire someone out through intense physical or mental activity or demands,使某人筋疲力尽，完全不停息地工作或追赶某人。,誰かを疲れ果てさせる、非常に忙しかったり、過労だったりする
3010,run something up the flagpole,"to test or try out an idea, suggestion, or proposal to see if it is well-received or popular",试探性地提出或公开一个想法或计划，以观察反应或获取意见,試しに何かを提案する
3011,run the gamut,to cover a wide range or variety of something,涵盖所有范围,あらゆる可能性を含んだ全ての範囲をカバーする
3012,run the gauntlet,"to endure a difficult or dangerous situation, often facing criticism or judgment from others",冒险通过一连串的困难或危险,他人からの非難や攻撃を避けながら、困難な試練や障害を通過する
3013,run with the hare and hunt with the hounds,to support or be involved with two opposing sides or ideas at the same time,左右为难；两面讨好,二股をかける、中庸を通る、中庸を選ぶ
3014,running battle,a continuous conflict or dispute that is ongoing or recurring,持续进行的战斗或争吵,継続的な競争または争い
3015,running on fumes,"exhausted or depleted of energy, resources, or motivation",靠最后的一点余力或资源继续前进或工作,エネルギー切れ状態で運行する、または極限まで疲れ果てていること
3016,sacred cow,something that is considered to be untouchable or immune to criticism or change,不可批评或质疑的人或事物,権威や批判を受けずに保護される人や物
3017,sad ass,someone who is unhappy or depressed,悲傷無精神的人,悲しい、みじめな
3018,sad sack,"someone who is constantly unhappy, pessimistic, or unlucky",情绪低落的人,いつも悲観的で元気のない人
3019,safe and sound,to be unharmed or uninjured; to be in a secure or protected state,安全无事；平安无恙,無事で安全な状態である
3020,safe as houses,very safe or secure,非常安全可靠的,非常に安全な状態である、確実な保護を受けている、危険性がない
3021,safety in numbers,protection or security that comes from being part of a group or surrounded by others,藉着人多力量大，或在人群中更容易获得保护,多くの人が一緒の方が安全
3022,sail against the wind,to go against popular opinion or prevailing trends; to do something difficult or challenging; to face obstacles or resistance in pursuit of a goal,逆时而行；违抗潮流或逆境而前进,逆風に向かって進むこと、特に成功が困難な状況に挑戦すること
3023,sail close to the wind,to take risks or behave recklessly,冒险做某事，鲁莽行动，接近危险的边缘,危険な境地に踏み入る、規則や法律を破ろうとする
3024,sail through something,to easily and successfully complete or accomplish something without difficulty or obstacles,轻松地完成某事,何かを楽々と成功すること。何かを問題なく終わらせること。
3025,sail under false colours,to pretend to be someone or something that one is not,披着伪装行事；假装是别人,偽りの姿勢で行動する、本当の意図を隠して行動する
3026,salad days,"refers to a period of youth, often associated with inexperience and innocence",年轻时光，青春岁月,未熟な時期や若い頃のこと。無邪気な日々。人生の早い段階で楽しく過ごす時期。
3027,salt of the earth,"someone who is genuine, honest, and trustworthy",人民的脊梁,品格が高く、信用や価値のある人。正直で信頼できる人。
3028,same difference,used to express that two options or outcomes are essentially the same or don't matter,本质上是一样的,同じくらいの違い; 全く同じこと
3029,save face,"to avoid humiliation or embarrassment, especially in front of others",保全面子；维护面子；避免尴尬或丢脸的情况,面目を保つ
3030,save money for a rainy day,To save money for a future time when it may be needed or when there may be unexpected expenses.,为了不时之需而储蓄金钱,将来の困難な時のためにお金を蓄える
3031,save someone's bacon,"to rescue or help someone, especially in a difficult or dangerous situation",救人于危难；帮助某人摆脱困境,他の人を困難や危険から救う
3032,save someone's skin,to rescue or protect someone from a difficult or dangerous situation,帮助某人摆脱困境或危险,誰かの命や評判を救う、危機を回避する
3033,save the day,to rescue or resolve a difficult or critical situation,挽救一种困境或危机，使情况转变为好的结果,危機を救う、問題を解決する
3034,save your breath,"to not waste your time and effort trying to convince or persuade someone, as they are unlikely to change their mind",不要浪费时间和精力去说服别人或试图影响他们的决定，因为他们不会改变主意。,口を開けずに力を節約する、無駄口を利かない、話さない方がいい
3035,saved by the bell,to be rescued or helped at the last possible moment,乘时救援,臨時の何かが起こり、危険から救われる
3036,saving for a rainy day,setting aside money or resources for future needs or emergencies,未雨绸缪；存钱以备不时之需,将来の不測の事態に備えて貯金しておく
